"","pathogens","Quant","Sample","type"
"19252","EAEC",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19253","Ancyclostoma duodenale",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19254","Aeromonas",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19255","EPEC",277467.694270855,"CSTOOL_TS_157_R2","CSTOOL"
"19256","Bacteroides fragilis",13719887.0582216,"CSTOOL_TS_157_R2","CSTOOL"
"19257","Campylobacter coli/jejuni",13719887.0582216,"CSTOOL_TS_157_R2","CSTOOL"
"19258","Astrovirus",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19259","Cyclospora cayetanesis",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19260","C hominis",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19261","Cryptosporidium spp.",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19262","C parvum",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19263","Stongyloides stercoralis",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19264","E. histolytica",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19265","ETEC-ST",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19266","Adenovirus 40/41",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19267","Giardia duodenalis",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19268","E. coli/ Shigella",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19269","Ascaris",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19270","ETEC-LT",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19271","Necator americanus",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19272","Norovirus GI",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19273","Norovirus GII",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19274","Rotavirus A",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19275","Shigella flexneri 6",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19276","EHEC 0157H7",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19277","STEC",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19278","Salmonella typhi",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19279","Clostridium difficile",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19280","Vibrio cholerae",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19281","Trichuris",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19282","Salmonella enterica",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19283","Total E. coli",946718.189368863,"CSTOOL_TS_157_R2","CSTOOL"
"19284","Helicobacter pylori",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19285","EIEC",NA,"CSTOOL_TS_157_R2","CSTOOL"
"19286","Enterovirus",NA,"GOATSF_TS_131_R1","GOATSF"
"19287","EAEC",NA,"GOATSF_TS_131_R1","GOATSF"
"19288","Ancyclostoma duodenale",NA,"GOATSF_TS_131_R1","GOATSF"
"19289","Aeromonas",NA,"GOATSF_TS_131_R1","GOATSF"
"19290","EPEC",NA,"GOATSF_TS_131_R1","GOATSF"
"19291","Bacteroides fragilis",NA,"GOATSF_TS_131_R1","GOATSF"
"19292","Campylobacter coli/jejuni",8414.08885801206,"GOATSF_TS_131_R1","GOATSF"
"19293","Astrovirus",NA,"GOATSF_TS_131_R1","GOATSF"
"19294","Cyclospora cayetanesis",NA,"GOATSF_TS_131_R1","GOATSF"
"19295","C hominis",NA,"GOATSF_TS_131_R1","GOATSF"
"19296","Cryptosporidium spp.",NA,"GOATSF_TS_131_R1","GOATSF"
"19297","C parvum",NA,"GOATSF_TS_131_R1","GOATSF"
"19298","Stongyloides stercoralis",NA,"GOATSF_TS_131_R1","GOATSF"
"19299","E. histolytica",NA,"GOATSF_TS_131_R1","GOATSF"
"19300","ETEC-ST",NA,"GOATSF_TS_131_R1","GOATSF"
"19301","Adenovirus 40/41",NA,"GOATSF_TS_131_R1","GOATSF"
"19302","Giardia duodenalis",80087.5305334712,"GOATSF_TS_131_R1","GOATSF"
"19303","E. coli/ Shigella",NA,"GOATSF_TS_131_R1","GOATSF"
"19304","Ascaris",NA,"GOATSF_TS_131_R1","GOATSF"
"19305","ETEC-LT",113.883916342738,"GOATSF_TS_131_R1","GOATSF"
"19306","Necator americanus",NA,"GOATSF_TS_131_R1","GOATSF"
"19307","Norovirus GI",NA,"GOATSF_TS_131_R1","GOATSF"
"19308","Norovirus GII",NA,"GOATSF_TS_131_R1","GOATSF"
"19309","Rotavirus A",NA,"GOATSF_TS_131_R1","GOATSF"
"19310","Shigella flexneri 6",NA,"GOATSF_TS_131_R1","GOATSF"
"19311","EHEC 0157H7",NA,"GOATSF_TS_131_R1","GOATSF"
"19312","STEC",NA,"GOATSF_TS_131_R1","GOATSF"
"19313","Salmonella typhi",NA,"GOATSF_TS_131_R1","GOATSF"
"19314","Clostridium difficile",NA,"GOATSF_TS_131_R1","GOATSF"
"19315","Vibrio cholerae",NA,"GOATSF_TS_131_R1","GOATSF"
"19316","Trichuris",NA,"GOATSF_TS_131_R1","GOATSF"
"19317","Salmonella enterica",NA,"GOATSF_TS_131_R1","GOATSF"
"19318","Total E. coli",931054.43221747,"GOATSF_TS_131_R1","GOATSF"
"19319","Helicobacter pylori",NA,"GOATSF_TS_131_R1","GOATSF"
"19320","EIEC",NA,"GOATSF_TS_131_R1","GOATSF"
"19321","Enterovirus",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19322","EAEC",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19323","Ancyclostoma duodenale",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19324","Aeromonas",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19325","EPEC",87309.5192991133,"CSTOOL_TS_158_R1","CSTOOL"
"19326","Bacteroides fragilis",629116.660056271,"CSTOOL_TS_158_R1","CSTOOL"
"19327","Campylobacter coli/jejuni",629116.660056271,"CSTOOL_TS_158_R1","CSTOOL"
"19328","Astrovirus",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19329","Cyclospora cayetanesis",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19330","C hominis",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19331","Cryptosporidium spp.",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19332","C parvum",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19333","Stongyloides stercoralis",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19334","E. histolytica",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19335","ETEC-ST",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19336","Adenovirus 40/41",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19337","Giardia duodenalis",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19338","E. coli/ Shigella",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19339","Ascaris",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19340","ETEC-LT",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19341","Necator americanus",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19342","Norovirus GI",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19343","Norovirus GII",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19344","Rotavirus A",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19345","Shigella flexneri 6",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19346","EHEC 0157H7",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19347","STEC",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19348","Salmonella typhi",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19349","Clostridium difficile",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19350","Vibrio cholerae",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19351","Trichuris",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19352","Salmonella enterica",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19353","Total E. coli",885742.266605204,"CSTOOL_TS_158_R1","CSTOOL"
"19354","Helicobacter pylori",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19355","EIEC",NA,"CSTOOL_TS_158_R1","CSTOOL"
"19356","Enterovirus",NA,"CATTLE_SN_046_R1","CATTLE"
"19357","EAEC",NA,"CATTLE_SN_046_R1","CATTLE"
"19358","Ancyclostoma duodenale",NA,"CATTLE_SN_046_R1","CATTLE"
"19359","Aeromonas",NA,"CATTLE_SN_046_R1","CATTLE"
"19360","EPEC",NA,"CATTLE_SN_046_R1","CATTLE"
"19361","Bacteroides fragilis",NA,"CATTLE_SN_046_R1","CATTLE"
"19362","Campylobacter coli/jejuni",NA,"CATTLE_SN_046_R1","CATTLE"
"19363","Astrovirus",NA,"CATTLE_SN_046_R1","CATTLE"
"19364","Cyclospora cayetanesis",NA,"CATTLE_SN_046_R1","CATTLE"
"19365","C hominis",NA,"CATTLE_SN_046_R1","CATTLE"
"19366","Cryptosporidium spp.",NA,"CATTLE_SN_046_R1","CATTLE"
"19367","C parvum",NA,"CATTLE_SN_046_R1","CATTLE"
"19368","Stongyloides stercoralis",NA,"CATTLE_SN_046_R1","CATTLE"
"19369","E. histolytica",NA,"CATTLE_SN_046_R1","CATTLE"
"19370","ETEC-ST",NA,"CATTLE_SN_046_R1","CATTLE"
"19371","Adenovirus 40/41",NA,"CATTLE_SN_046_R1","CATTLE"
"19372","Giardia duodenalis",NA,"CATTLE_SN_046_R1","CATTLE"
"19373","E. coli/ Shigella",NA,"CATTLE_SN_046_R1","CATTLE"
"19374","Ascaris",NA,"CATTLE_SN_046_R1","CATTLE"
"19375","ETEC-LT",NA,"CATTLE_SN_046_R1","CATTLE"
"19376","Necator americanus",NA,"CATTLE_SN_046_R1","CATTLE"
"19377","Norovirus GI",NA,"CATTLE_SN_046_R1","CATTLE"
"19378","Norovirus GII",NA,"CATTLE_SN_046_R1","CATTLE"
"19379","Rotavirus A",NA,"CATTLE_SN_046_R1","CATTLE"
"19380","Shigella flexneri 6",NA,"CATTLE_SN_046_R1","CATTLE"
"19381","EHEC 0157H7",NA,"CATTLE_SN_046_R1","CATTLE"
"19382","STEC",NA,"CATTLE_SN_046_R1","CATTLE"
"19383","Salmonella typhi",NA,"CATTLE_SN_046_R1","CATTLE"
"19384","Clostridium difficile",NA,"CATTLE_SN_046_R1","CATTLE"
"19385","Vibrio cholerae",NA,"CATTLE_SN_046_R1","CATTLE"
"19386","Trichuris",NA,"CATTLE_SN_046_R1","CATTLE"
"19387","Salmonella enterica",NA,"CATTLE_SN_046_R1","CATTLE"
"19388","Total E. coli",1115.16703054757,"CATTLE_SN_046_R1","CATTLE"
"19389","Helicobacter pylori",NA,"CATTLE_SN_046_R1","CATTLE"
"19390","EIEC",NA,"CATTLE_SN_046_R1","CATTLE"
"19391","Enterovirus",2754.41097220484,"CHCKNF_SN_036_R2","CHCKNF"
"19392","EAEC",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19393","Ancyclostoma duodenale",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19394","Aeromonas",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19395","EPEC",18080.5526576505,"CHCKNF_SN_036_R2","CHCKNF"
"19396","Bacteroides fragilis",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19397","Campylobacter coli/jejuni",80.8974087514971,"CHCKNF_SN_036_R2","CHCKNF"
"19398","Astrovirus",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19399","Cyclospora cayetanesis",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19400","C hominis",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19401","Cryptosporidium spp.",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19402","C parvum",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19403","Stongyloides stercoralis",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19404","E. histolytica",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19405","ETEC-ST",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19406","Adenovirus 40/41",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19407","Giardia duodenalis",164.540549892755,"CHCKNF_SN_036_R2","CHCKNF"
"19408","E. coli/ Shigella",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19409","Ascaris",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19410","ETEC-LT",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19411","Necator americanus",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19412","Norovirus GI",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19413","Norovirus GII",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19414","Rotavirus A",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19415","Shigella flexneri 6",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19416","EHEC 0157H7",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19417","STEC",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19418","Salmonella typhi",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19419","Clostridium difficile",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19420","Vibrio cholerae",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19421","Trichuris",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19422","Salmonella enterica",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19423","Total E. coli",5873852.60869889,"CHCKNF_SN_036_R2","CHCKNF"
"19424","Helicobacter pylori",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19425","EIEC",NA,"CHCKNF_SN_036_R2","CHCKNF"
"19426","Enterovirus",NA,"CATTLE_SN_032_R1","CATTLE"
"19427","EAEC",NA,"CATTLE_SN_032_R1","CATTLE"
"19428","Ancyclostoma duodenale",NA,"CATTLE_SN_032_R1","CATTLE"
"19429","Aeromonas",NA,"CATTLE_SN_032_R1","CATTLE"
"19430","EPEC",NA,"CATTLE_SN_032_R1","CATTLE"
"19431","Bacteroides fragilis",NA,"CATTLE_SN_032_R1","CATTLE"
"19432","Campylobacter coli/jejuni",NA,"CATTLE_SN_032_R1","CATTLE"
"19433","Astrovirus",NA,"CATTLE_SN_032_R1","CATTLE"
"19434","Cyclospora cayetanesis",NA,"CATTLE_SN_032_R1","CATTLE"
"19435","C hominis",NA,"CATTLE_SN_032_R1","CATTLE"
"19436","Cryptosporidium spp.",NA,"CATTLE_SN_032_R1","CATTLE"
"19437","C parvum",NA,"CATTLE_SN_032_R1","CATTLE"
"19438","Stongyloides stercoralis",NA,"CATTLE_SN_032_R1","CATTLE"
"19439","E. histolytica",NA,"CATTLE_SN_032_R1","CATTLE"
"19440","ETEC-ST",NA,"CATTLE_SN_032_R1","CATTLE"
"19441","Adenovirus 40/41",NA,"CATTLE_SN_032_R1","CATTLE"
"19442","Giardia duodenalis",NA,"CATTLE_SN_032_R1","CATTLE"
"19443","E. coli/ Shigella",NA,"CATTLE_SN_032_R1","CATTLE"
"19444","Ascaris",NA,"CATTLE_SN_032_R1","CATTLE"
"19445","ETEC-LT",NA,"CATTLE_SN_032_R1","CATTLE"
"19446","Necator americanus",NA,"CATTLE_SN_032_R1","CATTLE"
"19447","Norovirus GI",NA,"CATTLE_SN_032_R1","CATTLE"
"19448","Norovirus GII",NA,"CATTLE_SN_032_R1","CATTLE"
"19449","Rotavirus A",NA,"CATTLE_SN_032_R1","CATTLE"
"19450","Shigella flexneri 6",NA,"CATTLE_SN_032_R1","CATTLE"
"19451","EHEC 0157H7",NA,"CATTLE_SN_032_R1","CATTLE"
"19452","STEC",NA,"CATTLE_SN_032_R1","CATTLE"
"19453","Salmonella typhi",NA,"CATTLE_SN_032_R1","CATTLE"
"19454","Clostridium difficile",NA,"CATTLE_SN_032_R1","CATTLE"
"19455","Vibrio cholerae",NA,"CATTLE_SN_032_R1","CATTLE"
"19456","Trichuris",NA,"CATTLE_SN_032_R1","CATTLE"
"19457","Salmonella enterica",NA,"CATTLE_SN_032_R1","CATTLE"
"19458","Total E. coli",148446.003063567,"CATTLE_SN_032_R1","CATTLE"
"19459","Helicobacter pylori",NA,"CATTLE_SN_032_R1","CATTLE"
"19460","EIEC",NA,"CATTLE_SN_032_R1","CATTLE"
"19461","Enterovirus",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19462","EAEC",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19463","Ancyclostoma duodenale",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19464","Aeromonas",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19465","EPEC",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19466","Bacteroides fragilis",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19467","Campylobacter coli/jejuni",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19468","Astrovirus",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19469","Cyclospora cayetanesis",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19470","C hominis",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19471","Cryptosporidium spp.",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19472","C parvum",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19473","Stongyloides stercoralis",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19474","E. histolytica",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19475","ETEC-ST",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19476","Adenovirus 40/41",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19477","Giardia duodenalis",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19478","E. coli/ Shigella",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19479","Ascaris",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19480","ETEC-LT",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19481","Necator americanus",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19482","Norovirus GI",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19483","Norovirus GII",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19484","Rotavirus A",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19485","Shigella flexneri 6",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19486","EHEC 0157H7",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19487","STEC",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19488","Salmonella typhi",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19489","Clostridium difficile",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19490","Vibrio cholerae",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19491","Trichuris",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19492","Salmonella enterica",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19493","Total E. coli",2351763.41457374,"CSTOOL_TS_152_R1","CSTOOL"
"19494","Helicobacter pylori",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19495","EIEC",NA,"CSTOOL_TS_152_R1","CSTOOL"
"19496","Enterovirus",2117.92738738001,"CSTOOL_TS_143_R1","CSTOOL"
"19497","EAEC",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19498","Ancyclostoma duodenale",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19499","Aeromonas",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19500","EPEC",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19501","Bacteroides fragilis",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19502","Campylobacter coli/jejuni",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19503","Astrovirus",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19504","Cyclospora cayetanesis",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19505","C hominis",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19506","Cryptosporidium spp.",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19507","C parvum",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19508","Stongyloides stercoralis",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19509","E. histolytica",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19510","ETEC-ST",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19511","Adenovirus 40/41",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19512","Giardia duodenalis",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19513","E. coli/ Shigella",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19514","Ascaris",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19515","ETEC-LT",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19516","Necator americanus",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19517","Norovirus GI",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19518","Norovirus GII",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19519","Rotavirus A",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19520","Shigella flexneri 6",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19521","EHEC 0157H7",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19522","STEC",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19523","Salmonella typhi",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19524","Clostridium difficile",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19525","Vibrio cholerae",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19526","Trichuris",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19527","Salmonella enterica",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19528","Total E. coli",16616.5018406622,"CSTOOL_TS_143_R1","CSTOOL"
"19529","Helicobacter pylori",162.717033449846,"CSTOOL_TS_143_R1","CSTOOL"
"19530","EIEC",NA,"CSTOOL_TS_143_R1","CSTOOL"
"19531","Enterovirus",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19532","EAEC",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19533","Ancyclostoma duodenale",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19534","Aeromonas",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19535","EPEC",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19536","Bacteroides fragilis",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19537","Campylobacter coli/jejuni",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19538","Astrovirus",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19539","Cyclospora cayetanesis",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19540","C hominis",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19541","Cryptosporidium spp.",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19542","C parvum",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19543","Stongyloides stercoralis",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19544","E. histolytica",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19545","ETEC-ST",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19546","Adenovirus 40/41",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19547","Giardia duodenalis",115.48606522826,"CHCKNF_SN_033_R2","CHCKNF"
"19548","E. coli/ Shigella",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19549","Ascaris",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19550","ETEC-LT",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19551","Necator americanus",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19552","Norovirus GI",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19553","Norovirus GII",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19554","Rotavirus A",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19555","Shigella flexneri 6",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19556","EHEC 0157H7",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19557","STEC",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19558","Salmonella typhi",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19559","Clostridium difficile",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19560","Vibrio cholerae",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19561","Trichuris",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19562","Salmonella enterica",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19563","Total E. coli",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19564","Helicobacter pylori",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19565","EIEC",NA,"CHCKNF_SN_033_R2","CHCKNF"
"19566","Enterovirus",NA,"CATTLE_SN_032_R3","CATTLE"
"19567","EAEC",NA,"CATTLE_SN_032_R3","CATTLE"
"19568","Ancyclostoma duodenale",NA,"CATTLE_SN_032_R3","CATTLE"
"19569","Aeromonas",NA,"CATTLE_SN_032_R3","CATTLE"
"19570","EPEC",NA,"CATTLE_SN_032_R3","CATTLE"
"19571","Bacteroides fragilis",NA,"CATTLE_SN_032_R3","CATTLE"
"19572","Campylobacter coli/jejuni",NA,"CATTLE_SN_032_R3","CATTLE"
"19573","Astrovirus",NA,"CATTLE_SN_032_R3","CATTLE"
"19574","Cyclospora cayetanesis",NA,"CATTLE_SN_032_R3","CATTLE"
"19575","C hominis",NA,"CATTLE_SN_032_R3","CATTLE"
"19576","Cryptosporidium spp.",NA,"CATTLE_SN_032_R3","CATTLE"
"19577","C parvum",NA,"CATTLE_SN_032_R3","CATTLE"
"19578","Stongyloides stercoralis",NA,"CATTLE_SN_032_R3","CATTLE"
"19579","E. histolytica",NA,"CATTLE_SN_032_R3","CATTLE"
"19580","ETEC-ST",NA,"CATTLE_SN_032_R3","CATTLE"
"19581","Adenovirus 40/41",NA,"CATTLE_SN_032_R3","CATTLE"
"19582","Giardia duodenalis",NA,"CATTLE_SN_032_R3","CATTLE"
"19583","E. coli/ Shigella",NA,"CATTLE_SN_032_R3","CATTLE"
"19584","Ascaris",NA,"CATTLE_SN_032_R3","CATTLE"
"19585","ETEC-LT",NA,"CATTLE_SN_032_R3","CATTLE"
"19586","Necator americanus",NA,"CATTLE_SN_032_R3","CATTLE"
"19587","Norovirus GI",NA,"CATTLE_SN_032_R3","CATTLE"
"19588","Norovirus GII",NA,"CATTLE_SN_032_R3","CATTLE"
"19589","Rotavirus A",NA,"CATTLE_SN_032_R3","CATTLE"
"19590","Shigella flexneri 6",NA,"CATTLE_SN_032_R3","CATTLE"
"19591","EHEC 0157H7",NA,"CATTLE_SN_032_R3","CATTLE"
"19592","STEC",NA,"CATTLE_SN_032_R3","CATTLE"
"19593","Salmonella typhi",NA,"CATTLE_SN_032_R3","CATTLE"
"19594","Clostridium difficile",NA,"CATTLE_SN_032_R3","CATTLE"
"19595","Vibrio cholerae",NA,"CATTLE_SN_032_R3","CATTLE"
"19596","Trichuris",NA,"CATTLE_SN_032_R3","CATTLE"
"19597","Salmonella enterica",NA,"CATTLE_SN_032_R3","CATTLE"
"19598","Total E. coli",199723.405536693,"CATTLE_SN_032_R3","CATTLE"
"19599","Helicobacter pylori",NA,"CATTLE_SN_032_R3","CATTLE"
"19600","EIEC",NA,"CATTLE_SN_032_R3","CATTLE"
"19601","Enterovirus",NA,"CATTLE_SN_051_R4","CATTLE"
"19602","EAEC",NA,"CATTLE_SN_051_R4","CATTLE"
"19603","Ancyclostoma duodenale",NA,"CATTLE_SN_051_R4","CATTLE"
"19604","Aeromonas",NA,"CATTLE_SN_051_R4","CATTLE"
"19605","EPEC",NA,"CATTLE_SN_051_R4","CATTLE"
"19606","Bacteroides fragilis",NA,"CATTLE_SN_051_R4","CATTLE"
"19607","Campylobacter coli/jejuni",NA,"CATTLE_SN_051_R4","CATTLE"
"19608","Astrovirus",NA,"CATTLE_SN_051_R4","CATTLE"
"19609","Cyclospora cayetanesis",NA,"CATTLE_SN_051_R4","CATTLE"
