"","pathogens","PosNeg","Sample","Cardno","type"
"12394","Helicobacter pylori","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12395","EIEC","Negative","HHSOIL_SN_054_R1","card7_APH_20230328","HHSOIL"
"12396","Total 18S","Positive","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12397","Enterovirus","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12398","EAEC","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12399","Ancyclostoma duodenale","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12400","Aeromonas","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12401","Bacterial 16S","Positive","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12402","EPEC","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12403","Bacteroides fragilis","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12404","Campylobacter coli/jejuni","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12405","Astrovirus","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12406","Cyclospora cayetanesis","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12407","C hominis","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12408","Cryptosporidium spp.","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12409","C parvum","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12410","Stongyloides stercoralis","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12411","E. histolytica","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12412","ETEC-ST","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12413","Adenovirus 40/41","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12414","Giardia duodenalis","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12415","E. coli/ Shigella","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12416","Ascaris","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12417","ETEC-LT","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12418","Necator americanus","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12419","Norovirus GI","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12420","Norovirus GII","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12421","Rotavirus A","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12422","Shigella flexneri 6","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12423","Crassphage","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12424","EHEC 0157H7","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12425","STEC","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12426","Salmonella typhi","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12427","Clostridium difficile","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12428","Vibrio cholerae","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12429","Trichuris","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12430","Salmonella enterica","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12431","Helicobacter pylori","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12432","EIEC","Negative","HHSOIL_SN_032_R1","card7_APH_20230328","HHSOIL"
"12433","Total 18S","Positive","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12434","Enterovirus","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12435","EAEC","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12436","Ancyclostoma duodenale","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12437","Aeromonas","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12438","Bacterial 16S","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12439","EPEC","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12440","Bacteroides fragilis","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12441","Campylobacter coli/jejuni","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12442","Astrovirus","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12443","Cyclospora cayetanesis","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12444","C hominis","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12445","Cryptosporidium spp.","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12446","C parvum","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12447","Stongyloides stercoralis","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12448","E. histolytica","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12449","ETEC-ST","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12450","Adenovirus 40/41","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12451","Giardia duodenalis","Positive","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12452","E. coli/ Shigella","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12453","Ascaris","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12454","ETEC-LT","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12455","Necator americanus","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12456","Norovirus GI","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12457","Norovirus GII","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12458","Rotavirus A","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12459","Shigella flexneri 6","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12460","Crassphage","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12461","EHEC 0157H7","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12462","STEC","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12463","Salmonella typhi","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12464","Clostridium difficile","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12465","Vibrio cholerae","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12466","Trichuris","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12467","Salmonella enterica","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12468","Helicobacter pylori","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12469","EIEC","Negative","HHSOIL_SN_051_R2","card7_APH_20230328","HHSOIL"
"12470","Total 18S","Positive","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12471","Enterovirus","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12472","EAEC","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12473","Ancyclostoma duodenale","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12474","Aeromonas","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12475","Bacterial 16S","Positive","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12476","EPEC","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12477","Bacteroides fragilis","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12478","Campylobacter coli/jejuni","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12479","Astrovirus","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12480","Cyclospora cayetanesis","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12481","C hominis","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12482","Cryptosporidium spp.","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12483","C parvum","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12484","Stongyloides stercoralis","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12485","E. histolytica","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12486","ETEC-ST","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12487","Adenovirus 40/41","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12488","Giardia duodenalis","Positive","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12489","E. coli/ Shigella","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12490","Ascaris","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12491","ETEC-LT","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12492","Necator americanus","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12493","Norovirus GI","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12494","Norovirus GII","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12495","Rotavirus A","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12496","Shigella flexneri 6","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12497","Crassphage","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12498","EHEC 0157H7","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12499","STEC","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12500","Salmonella typhi","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12501","Clostridium difficile","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12502","Vibrio cholerae","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12503","Trichuris","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12504","Salmonella enterica","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12505","Helicobacter pylori","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12506","EIEC","Negative","HHSOIL_SN_032_R4","card7_APH_20230328","HHSOIL"
"12507","Total 18S","Positive","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12508","Enterovirus","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12509","EAEC","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12510","Ancyclostoma duodenale","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12511","Aeromonas","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12512","Bacterial 16S","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12513","EPEC","Positive","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12514","Bacteroides fragilis","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12515","Campylobacter coli/jejuni","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12516","Astrovirus","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12517","Cyclospora cayetanesis","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12518","C hominis","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12519","Cryptosporidium spp.","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12520","C parvum","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12521","Stongyloides stercoralis","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12522","E. histolytica","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12523","ETEC-ST","Positive","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12524","Adenovirus 40/41","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12525","Giardia duodenalis","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12526","E. coli/ Shigella","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12527","Ascaris","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12528","ETEC-LT","Positive","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12529","Necator americanus","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12530","Norovirus GI","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12531","Norovirus GII","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12532","Rotavirus A","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12533","Shigella flexneri 6","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12534","Crassphage","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12535","EHEC 0157H7","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12536","STEC","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12537","Salmonella typhi","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12538","Clostridium difficile","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12539","Vibrio cholerae","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12540","Trichuris","Positive","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12541","Salmonella enterica","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12542","Helicobacter pylori","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12543","EIEC","Negative","HHSOIL_SN_054_R4","card7_APH_20230328","HHSOIL"
"12544","Total 18S","Positive","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12545","Enterovirus","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12546","EAEC","Positive","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12547","Ancyclostoma duodenale","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12548","Aeromonas","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12549","Bacterial 16S","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12550","EPEC","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12551","Bacteroides fragilis","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12552","Campylobacter coli/jejuni","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12553","Astrovirus","Positive","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12554","Cyclospora cayetanesis","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12555","C hominis","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12556","Cryptosporidium spp.","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12557","C parvum","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12558","Stongyloides stercoralis","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12559","E. histolytica","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12560","ETEC-ST","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12561","Adenovirus 40/41","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12562","Giardia duodenalis","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12563","E. coli/ Shigella","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12564","Ascaris","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12565","ETEC-LT","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12566","Necator americanus","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12567","Norovirus GI","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12568","Norovirus GII","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12569","Rotavirus A","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12570","Shigella flexneri 6","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12571","Crassphage","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12572","EHEC 0157H7","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12573","STEC","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12574","Salmonella typhi","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12575","Clostridium difficile","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12576","Vibrio cholerae","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12577","Trichuris","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12578","Salmonella enterica","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12579","Helicobacter pylori","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12580","EIEC","Negative","HHSOIL_SN_037_R4","card7_APH_20230328","HHSOIL"
"12581","Total 18S","Positive","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12582","Enterovirus","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12583","EAEC","Positive","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12584","Ancyclostoma duodenale","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12585","Aeromonas","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12586","Bacterial 16S","Positive","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12587","EPEC","Positive","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12588","Bacteroides fragilis","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12589","Campylobacter coli/jejuni","Positive","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12590","Astrovirus","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12591","Cyclospora cayetanesis","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12592","C hominis","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12593","Cryptosporidium spp.","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12594","C parvum","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12595","Stongyloides stercoralis","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12596","E. histolytica","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12597","ETEC-ST","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12598","Adenovirus 40/41","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12599","Giardia duodenalis","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12600","E. coli/ Shigella","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12601","Ascaris","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12602","ETEC-LT","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12603","Necator americanus","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12604","Norovirus GI","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12605","Norovirus GII","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12606","Rotavirus A","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12607","Shigella flexneri 6","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12608","Crassphage","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12609","EHEC 0157H7","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12610","STEC","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12611","Salmonella typhi","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12612","Clostridium difficile","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12613","Vibrio cholerae","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12614","Trichuris","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12615","Salmonella enterica","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12616","Helicobacter pylori","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12617","EIEC","Negative","HHSOIL_SN_036_R4","card8_APH_20230328","HHSOIL"
"12618","Total 18S","Positive","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12619","Enterovirus","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12620","EAEC","Positive","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12621","Ancyclostoma duodenale","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12622","Aeromonas","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12623","Bacterial 16S","Positive","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12624","EPEC","Positive","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12625","Bacteroides fragilis","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12626","Campylobacter coli/jejuni","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12627","Astrovirus","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12628","Cyclospora cayetanesis","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12629","C hominis","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12630","Cryptosporidium spp.","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12631","C parvum","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12632","Stongyloides stercoralis","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12633","E. histolytica","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12634","ETEC-ST","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12635","Adenovirus 40/41","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12636","Giardia duodenalis","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12637","E. coli/ Shigella","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12638","Ascaris","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12639","ETEC-LT","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12640","Necator americanus","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12641","Norovirus GI","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12642","Norovirus GII","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12643","Rotavirus A","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
"12644","Shigella flexneri 6","Negative","HHSOIL_SN_061_R4","card8_APH_20230328","HHSOIL"
